No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"196","300724","Shenzhen S.C New Energy Technology Corporation","41.52B","119.50","2.51%","19.65B"
"197","002185","Tianshui Huatian Technology Co., Ltd.","41.39B","12.70","6.54%","16.31B"
"198","001203","Dazhong Mining Co., Ltd.","40.86B","27.20","-5.16%","3.89B"
"199","002939","China Great Wall Securities Co.,Ltd.","40.51B","10.04","-0.50%","5.30B"
"200","002223","Jiangsu Yuyue Medical Equipment & Supply Co., Ltd.","40.43B","40.50","-5.11%","8.08B"
"201","300548","EverProX Technologies Co., Ltd.","40.35B","138.39","3.93%","2.31B"
"202","000959","Beijing Shougang Co., Ltd.","40.33B","5.20","0.39%","103.57B"
"203","000661","Changchun High-Tech Industry (Group) Co., Ltd.","40.05B","99.40","-0.70%","12.88B"
"204","300474","Changsha Jingjia Microelectronics Co., Ltd.","39.86B","76.27","1.69%","519.90M"
"205","002436","Shenzhen Fastprint Circuit Tech Co.,Ltd.","39.65B","23.36","2.68%","6.84B"
"206","002683","Guangdong Hongda Holdings Group Co., Ltd.","39.59B","52.10","-2.01%","18.87B"
"207","000876","New Hope Liuhe Co.,Ltd.","39.55B","8.84","-1.56%","106.36B"
"208","002472","Zhejiang Shuanghuan Driveline Co.,Ltd.","39.29B","46.25","3.65%","8.51B"
"209","002130","ShenZhen Woer Heat-Shrinkable Material Co.,Ltd.","38.77B","31.11","4.47%","8.19B"
"210","000877","Tianshan Material Co., Ltd.","38.61B","5.43","-","80.45B"
"211","300373","Yangzhou Yangjie Electronic Technology Co., Ltd.","38.45B","71.22","2.64%","6.96B"
"212","300458","Allwinner Technology Co.,Ltd.","38.38B","46.55","1.95%","2.76B"
"213","301171","Easy Click Worldwide Network Technology Co., Ltd.","38.31B","81.32","16.16%","3.51B"
"214","000983","Shanxi Coking Coal Energy Group Co., Ltd.","38.15B","6.72","-1.61%","39.37B"
"215","300567","Wuhan Jingce Electronic Group Co.,Ltd","38.02B","135.90","14.20%","3.01B"
"216","300496","Thunder Software Technology Co.,Ltd.","37.99B","82.62","-1.89%","6.84B"
"217","002459","JA Solar Technology Co., Ltd.","37.90B","11.60","0.52%","52.58B"
"218","002821","Asymchem Laboratories (Tianjin) Co., Ltd.","37.79B","107.33","0.78%","6.29B"
"219","000932","Hunan Valin Steel Co., Ltd.","37.63B","5.48","-1.97%","128.07B"
"220","300620","Advanced Fiber Resources (Zhuhai), Ltd.","37.63B","151.00","1.94%","1.26B"
"221","002402","Shenzhen H&T Intelligent Control Co.Ltd","37.43B","40.65","2.94%","10.89B"
"222","000958","SPIC Industry-Finance Holdings Co., Ltd.","37.04B","6.88","-2.13%","5.44B"
"223","300487","Sunresin New Materials Co.,Ltd","37.01B","72.98","1.94%","2.60B"
"224","002407","Do-Fluoride New Materials Co., Ltd.","36.97B","31.98","-1.36%","8.02B"
"225","002456","OFILM Group Co., Ltd.","36.97B","11.00","-0.63%","21.78B"
"226","001286","Shaanxi Energy Investment Co., Ltd.","36.79B","9.81","0.82%","22.68B"
"227","000728","Guoyuan Securities Company Limited","36.79B","8.43","-0.36%","8.84B"
"228","003031","Hebei Sinopack Electronic Technology Co.,Ltd.","36.54B","81.00","5.66%","2.91B"
"229","002624","Perfect World Co., Ltd.","36.45B","18.38","-","6.91B"
"230","001389","Delton Technology (Guangzhou) Inc.","36.39B","85.48","3.66%","4.89B"
"231","300972","Fujian Wanchen Biotechnology Group Co.,Ltd.","36.27B","192.00","-0.87%","48.28B"
"232","002273","Zhejiang Crystal-Optech Co., Ltd","36.09B","26.24","-0.30%","6.69B"
"233","002085","Zhejiang Wanfeng Auto Wheel Co., Ltd.","36.05B","16.98","-1.79%","16.31B"
"234","002155","Hunan Gold Corporation Limited","35.89B","22.97","3.94%","48.04B"
"235","002966","Bank of Suzhou Co., Ltd.","35.81B","8.01","-1.11%","11.10B"
"236","002129","TCL Zhonghuan Renewable Energy Technology Co.,Ltd.","35.70B","8.84","1.61%","27.41B"
"237","002673","Western Securities Co.,Ltd.","35.53B","7.96","-0.75%","6.58B"
"238","002032","Zhejiang Supor Co., Ltd.","35.22B","44.21","-0.38%","22.81B"
"239","002487","Dajin Heavy Industry Co.,Ltd.","34.96B","54.82","1.31%","6.07B"
"240","300432","Fulin Precision Co., Ltd.","34.73B","20.31","-0.15%","11.67B"
"241","000703","Hengyi Petrochemical Co., Ltd.","34.52B","10.46","-1.97%","114.53B"
"242","002379","Shandong Hontron Aluminum Industry Holding Company Limited","34.41B","30.28","2.99%","2.95B"
"243","300003","Lepu Medical Technology (Beijing) Co., Ltd.","34.41B","19.05","-3.35%","6.26B"
"244","002126","Zhejiang Yinlun Machinery Co.,Ltd.","34.33B","41.08","1.81%","14.55B"
"245","300666","Konfoong Materials International Co., Ltd","34.12B","129.11","0.38%","4.27B"
"246","300073","Beijing Easpring Material Technology CO.,LTD.","34.11B","62.66","0.74%","9.47B"
"247","002152","GRG Banking Equipment Co., Ltd.","33.92B","13.66","-1.66%","11.65B"
"248","300699","Weihai Guangwei Composites Co., Ltd.","33.79B","40.96","4.17%","2.53B"
"249","000158","Shijiazhuang ChangShan BeiMing Technology Co.,Ltd","33.65B","21.05","-3.00%","9.00B"
"250","002203","Zhejiang Hailiang Co., Ltd.","33.54B","15.17","-1.81%","84.31B"
"251","000800","FAW Jiefang Group Co.,Ltd","33.42B","6.79","-0.59%","57.16B"
"252","000027","Shenzhen Energy Group Co., Ltd.","33.35B","7.01","0.57%","43.24B"
"253","000729","Beijing Yanjing Brewery Co.,Ltd.","33.20B","11.78","0.09%","15.25B"
"254","002222","CASTECH Inc.","33.19B","70.57","2.08%","1.05B"
"255","002056","Hengdian Group DMEGC Magnetics Co. ,Ltd","33.05B","20.64","0.44%","22.54B"
"256","002271","Beijing Oriental Yuhong Waterproof Technology Co., Ltd.","32.99B","14.09","-1.47%","26.96B"
"257","000830","Luxi Chemical Group Co., Ltd.","32.91B","17.28","-1.20%","30.10B"
"258","300285","Shandong Sinocera Functional Material Co., Ltd.","32.89B","33.18","3.79%","4.36B"
"259","000629","Pangang Group Vanadium & Titanium Resources Co., Ltd.","32.61B","3.510","-0.28%","9.27B"
"260","002065","DHC Software Co.,Ltd.","32.57B","10.16","-3.33%","13.62B"
"261","000921","Hisense Home Appliances Group Co., Ltd.","32.55B","24.45","0.33%","93.70B"
"262","002335","Kehua Data Co., Ltd.","32.20B","62.47","-1.05%","8.07B"
"263","002670","Guosheng Securities Inc","32.12B","16.60","-0.06%","2.15B"
"264","301275","Hanshow Technology Co., Ltd.","32.10B","76.00","-3.79%","4.14B"
"265","000883","Hubei Energy Group Co., Ltd.","32.07B","4.530","-1.31%","17.44B"
"266","000733","China Zhenhua (Group) Science & Technology Co., Ltd","31.65B","57.12","3.82%","5.41B"
"267","000423","Dong-E-E-Jiao Co.,Ltd.","31.56B","49.12","-0.20%","6.12B"
"268","002716","Hunan Silver Co.,Ltd.","31.48B","11.15","5.79%","11.52B"
"269","300763","Ginlong Technologies Co., Ltd.","31.27B","78.67","3.77%","7.04B"
"270","002244","Hangzhou Binjiang Real Estate Group Co.,Ltd","31.24B","10.04","-2.24%","93.88B"
"271","002430","Hangzhou Oxygen Plant Group Co.,Ltd.","31.21B","31.90","-0.28%","14.79B"
"272","002518","Shenzhen KSTAR Science and Technology Co., Ltd.","31.21B","53.60","1.15%","4.86B"
"273","300762","Jushri Technologies, INC.","30.97B","49.32","0.04%","481.57M"
"274","002180","Ninestar Corporation","30.95B","21.99","2.33%","21.53B"
"275","002773","Chengdu Kanghong Pharmaceutical Group Co., Ltd","30.89B","33.53","0.06%","4.67B"
"276","300627","Shanghai Huace Navigation Technology Ltd","30.80B","39.14","-1.61%","3.60B"
"277","000887","Anhui Zhongding Sealing Parts Co., Ltd.","30.74B","23.35","2.91%","18.91B"
"278","300085","Shenzhen InfoGem Technologies Co., Ltd.","30.73B","43.49","-2.73%","762.47M"
"279","002138","Shenzhen Sunlord Electronics Co.,Ltd.","30.65B","38.85","3.13%","6.73B"
"280","000737","North Copper Co., Ltd.","30.30B","15.91","-0.25%","25.85B"
"281","003021","Shenzhen Zhaowei Machinery & Electronics Co., Ltd.","30.20B","125.47","2.02%","1.72B"
"282","000060","Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.","30.07B","6.77","-1.31%","64.97B"
"283","000400","XJ Electric Co., Ltd.","30.00B","29.45","2.36%","16.96B"
"284","000825","Shanxi Taigang Stainless Steel Co., Ltd.","29.91B","5.25","-2.24%","93.10B"
"285","300672","Hunan Goke Microelectronics Co.,Ltd.","29.89B","138.40","3.57%","1.95B"
"286","301297","Ferrotec (An Hui) Technology Development Co.,LTD","29.85B","40.16","2.19%","992.81M"
"287","300953","Ningbo Zhenyu Technology Co., Ltd.","29.81B","174.50","10.13%","8.71B"
"288","002044","Meinian Onehealth Healthcare Holdings Co., Ltd.","29.80B","7.66","-9.99%","10.49B"
"289","300102","Xiamen Changelight Co., Ltd.","29.73B","33.06","0.89%","3.30B"
"290","002797","First Capital Securities Co., Ltd.","29.58B","7.04","-0.28%","4.10B"
"291","301536","SigmaStar Technology Ltd.","29.57B","70.13","8.14%","2.71B"
"292","300001","Qingdao TGOOD Electric Co., Ltd.","29.43B","28.10","0.79%","16.31B"
