No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"1","NVD","NVIDIA Corporation","3.92T","161.78","0.48%","160.89B"
"2","NVDG","NVIDIA Corporation","3.92T","26.40","1.15%","160.89B"
"3","ABEA","Alphabet Inc.","3.46T","288.35","0.80%","328.54B"
"4","ABEC","Alphabet Inc.","3.46T","284.65","-0.94%","328.54B"
"5","APC","Apple Inc.","3.27T","221.20","-0.29%","355.90B"
"6","MSF","Microsoft Corporation","2.92T","398.70","1.28%","250.42B"
"7","AMZ","Amazon.com, Inc.","2.19T","204.65","0.47%","589.22B"
"8","1YD","Broadcom Inc.","1.40T","298.95","-0.52%","55.39B"
"9","1YD0","Broadcom Inc.","1.40T","8.00","-","55.39B"
"10","FB20","Meta Platforms, Inc.","1.35T","20.60","1.98%","161.48B"
"11","FB2A","Meta Platforms, Inc.","1.35T","539.20","1.01%","161.48B"
"12","TL0","Tesla, Inc.","1.26T","377.60","-0.12%","81.51B"
"13","TSFA","Taiwan Semiconductor Manufacturing Company Limited","1.23T","300.00","1.87%","103.31B"
"14","BRH","Berkshire Hathaway Inc.","915.34B","630,000","-","317.16B"
"15","BRYN","Berkshire Hathaway Inc.","915.34B","424.05","-0.43%","317.16B"
"16","WMT","Walmart Inc.","818.37B","102.28","-0.83%","609.55B"
"17","WMTD","Walmart Inc.","818.37B","31.20","1.30%","609.55B"
"18","LLY","Eli Lilly and Company","796.71B","881.50","0.11%","50.64B"
"19","CMC","JPMorgan Chase & Co.","718.26B","266.25","-0.50%","143.29B"
"20","NNN1","Tencent Holdings Limited","614.59B","69.00","-","87.38B"
"21","NNND","Tencent Holdings Limited","614.59B","67.86","-1.84%","87.38B"
"22","SSU","Samsung Electronics Co., Ltd.","572.43B","2,190.00","2.82%","191.45B"
"23","SSUN","Samsung Electronics Co., Ltd.","572.43B","1,630.00","5.16%","191.45B"
"24","3V64","Visa Inc.","539.87B","282.05","0.18%","34.09B"
"25","ORC","Oracle Corporation","469.86B","161.00","-1.67%","52.62B"
"26","XONA","Exxon Mobil Corporation","469.09B","111.70","-0.89%","278.06B"
"27","JNJ","Johnson & Johnson","455.69B","189.00","2.06%","78.81B"
"28","ASM0","ASML Holding N.V.","450.77B","10.80","9.64%","32.21B"
"29","ASME","ASML Holding N.V.","445.13B","1,146.60","7.16%","32.21B"
"30","ASMF","ASML Holding N.V.","445.13B","1,150.00","5.99%","32.21B"
"31","M4I","Mastercard Incorporated","419.76B","464.50","-0.55%","26.83B"
"32","CTO","Costco Wholesale Corporation","365.81B","819.30","0.39%","243.83B"
"33","PTX","Palantir Technologies Inc.","363.54B","153.46","-0.32%","3.32B"
"34","NFC","Netflix, Inc.","346.58B","77.11","1.98%","36.97B"
"35","4AB","AbbVie Inc.","329.99B","189.80","0.74%","50.83B"
"36","2RR","Alibaba Group Holding Limited","329.18B","18.21","-1.39%","121.16B"
"37","AHLA","Alibaba Group Holding Limited","329.18B","146.00","-1.08%","121.16B"
"38","NCB","Bank of America Corporation","326.73B","44.46","-5.37%","91.49B"
"39","MTE","Micron Technology, Inc.","326.37B","290.00","2.47%","36.48B"
"40","HDI","The Home Depot, Inc.","325.14B","327.30","1.25%","144.09B"
"41","RHO","Roche Holding AG","319.98B","380.00","0.80%","67.98B"
"42","AMD","Advanced Micro Devices, Inc.","319.63B","200.30","-0.27%","27.39B"
"43","ICKB","Industrial and Commercial Bank of China Limited","316.84B","14.10","4.44%","80.82B"
"44","RHO5","Roche Holding AG","316.62B","369.00","0.53%","67.98B"
"45","RHO6","Roche Holding AG","316.62B","46.00","0.23%","67.98B"
"46","ICK","Industrial and Commercial Bank of China Limited","314.60B","0.684","-0.58%","80.82B"
"47","MOH","LVMH Moët Hennessy - Louis Vuitton, Société Européenne","310.99B","611.50","-2.58%","82.82B"
"48","EK7","Agricultural Bank of China Limited","308.38B","0.602","-0.30%","71.15B"
"49","HY9H","SK hynix Inc.","306.29B","449.00","-0.22%","51.02B"
"50","EK7A","Agricultural Bank of China Limited","303.51B","14.50","0.69%","71.15B"
"51","MOHF","LVMH Moët Hennessy - Louis Vuitton, Société Européenne","302.79B","123.00","-3.91%","82.82B"
"52","PRG","The Procter & Gamble Company","291.12B","125.06","-0.35%","72.39B"
"53","GCP","General Electric Company","290.70B","276.00","-1.43%","37.46B"
"54","CHV","Chevron Corporation","288.20B","143.52","-0.14%","160.82B"
"55","UNH","UnitedHealth Group Incorporated","264.49B","291.00","0.35%","370.89B"
"56","GOS","The Goldman Sachs Group, Inc.","263.71B","835.10","4.49%","50.59B"
"57","CCC3","The Coca-Cola Company","261.16B","60.54","-0.90%","40.76B"
"58","CAT1","Caterpillar Inc.","260.89B","558.00","2.39%","55.12B"
"59","DWD","Morgan Stanley","260.76B","164.80","0.16%","59.87B"
"60","TOM","Toyota Motor Corporation","260.02B","19.83","2.48%","284.42B"
"61","TOMA","Toyota Motor Corporation","260.02B","196.50","1.55%","284.42B"
"62","CIS","Cisco Systems, Inc.","256.11B","65.40","2.75%","49.60B"
"63","ZEG","AstraZeneca PLC","250.90B","166.25","3.78%","49.54B"
"64","ZEGA","AstraZeneca PLC","250.90B","82.00","1.86%","49.54B"
"65","HBC1","HSBC Holdings plc","244.60B","14.26","0.99%","49.41B"
"66","HBC2","HSBC Holdings plc","244.60B","70.00","0.72%","49.41B"
"67","IBM","International Business Machines Corporation","239.90B","262.75","-0.10%","55.74B"
"68","SAP","SAP SE","239.44B","202.55","-0.32%","36.49B"
"69","SAPA","SAP SE","239.44B","202.00","-0.98%","36.49B"
"70","6MK","Merck & Co., Inc.","237.26B","96.00","2.89%","54.75B"
"71","NWT","Wells Fargo & Company","236.99B","76.45","-0.05%","68.17B"
"72","NOT","Novartis AG","235.71B","125.00","2.59%","48.05B"
"73","NOTA","Novartis AG","235.71B","119.00","-","48.05B"
"74","LAR0","Lam Research Corporation","235.29B","191.92","7.07%","16.75B"
"75","HMI","Hermès International Société en commandite par actions","234.42B","2,206.00","-1.82%","15.70B"
"76","C6TB","China Construction Bank Corporation","232.14B","16.70","1.83%","72.26B"
"77","C6T","China Construction Bank Corporation","231.40B","0.860","-0.80%","72.26B"
"78","4I1","Philip Morris International Inc.","231.38B","141.60","0.34%","34.09B"
"79","5UR","RTX Corporation","230.79B","171.82","1.06%","73.29B"
"80","AP2","Applied Materials, Inc.","217.94B","280.80","10.68%","24.39B"
"81","NOV","Novo Nordisk A/S","217.18B","49.28","-2.84%","42.26B"
"82","NOVA","Novo Nordisk A/S","217.18B","53.08","8.77%","42.26B"
"83","PC6","PetroChina Company Limited","215.41B","0.914","0.86%","341.14B"
"84","AEC1","American Express Company","212.06B","307.60","-0.81%","55.65B"
"85","NESM","Nestlé S.A.","211.24B","81.40","-","97.32B"
"86","NESR","Nestlé S.A.","211.24B","81.73","-0.48%","97.32B"
"87","INL","Intel Corporation","207.48B","40.67","-3.64%","45.70B"
"88","LOR","L'Oréal S.A.","206.65B","382.75","-0.91%","43.84B"
"89","LORA","L'Oréal S.A.","205.43B","74.00","-1.33%","43.84B"
"90","RYC","Royal Bank of Canada","204.31B","145.64","1.14%","38.51B"
"91","SIE","Siemens Aktiengesellschaft","202.69B","260.20","0.31%","78.91B"
"92","SIEB","Siemens Aktiengesellschaft","202.69B","128.00","0.79%","78.91B"
"93","TN8","Thermo Fisher Scientific Inc.","202.16B","518.20","-1.86%","37.40B"
"94","W8V","Bank of China Limited","200.89B","0.488","-0.41%","65.90B"
"95","W8VS","Bank of China Limited","200.89B","11.90","-4.03%","65.90B"
"96","C7A0","Contemporary Amperex Technology Co., Limited","198.99B","53.60","1.13%","46.22B"
"97","MDO","McDonald's Corporation","189.32B","263.75","-","22.38B"
"98","FOO","Salesforce, Inc.","188.49B","202.30","-1.05%","34.95B"
"99","RLI","Reliance Industries Limited","187.65B","56.40","1.08%","95.91B"
"100","ABL","Abbott Laboratories","185.03B","106.14","-0.43%","37.37B"
"101","K8A","Mitsubishi UFJ Financial Group, Inc.","184.88B","9.45","6.78%","32.87B"
"102","MFZA","Mitsubishi UFJ Financial Group, Inc.","184.88B","14.80","4.23%","32.87B"
"103","MFZ","Mitsubishi UFJ Financial Group, Inc.","184.24B","16.18","1.81%","32.87B"
"104","TM5","T-Mobile US, Inc.","183.70B","163.86","1.17%","73.17B"
"105","R6C0","Shell plc","181.13B","31.54","0.06%","229.33B"
"106","L3H","Shell plc","180.67B","63.50","-0.79%","229.33B"
"107","307","Shopify Inc.","177.17B","132.08","-8.02%","9.12B"
"108","LIN","Linde plc","177.00B","380.00","-0.11%","28.56B"
"109","TRVC","Citigroup Inc.","176.81B","100.60","3.71%","64.49B"
"110","6RV","AppLovin Corporation","176.70B","516.60","-0.37%","5.38B"
"111","KLA","KLA Corporation","174.86B","1,347.60","1.28%","10.67B"
"112","PEP","PepsiCo, Inc.","174.63B","126.00","0.14%","78.64B"
"113","WDP","The Walt Disney Company","174.41B","97.82","0.04%","80.75B"
"114","IXD1","Industria de Diseño Textil, S.A.","173.37B","55.36","-1.04%","39.38B"
"115","IXD2","Industria de Diseño Textil, S.A.","173.37B","14.00","-","39.38B"
"116","AIR","Airbus SE","169.60B","213.95","-0.79%","72.15B"
"117","AIRA","Airbus SE","169.60B","53.00","-0.93%","72.15B"
"118","IUI1","Intuitive Surgical, Inc.","165.31B","461.40","-0.90%","8.19B"
"119","XPH","Amphenol Corporation","162.61B","134.00","7.44%","17.88B"
"120","BCO","The Boeing Company","162.21B","211.25","-0.31%","68.83B"
"121","SWG","The Charles Schwab Corporation","157.29B","89.90","3.42%","19.53B"
"122","BSD2","Banco Santander, S.A.","154.64B","10.50","0.04%","50.67B"
"123","BSDK","Banco Santander, S.A.","154.64B","10.50","1.94%","50.67B"
"124","UU2","BlackRock, Inc.","154.58B","986.60","6.68%","20.62B"
"125","AMG","Amgen Inc.","153.08B","282.60","2.11%","30.66B"
"126","CSA","Accenture plc","152.53B","247.55","0.22%","60.99B"
"127","CHL","China Life Insurance Company Limited","151.84B","3.470","0.52%","44.50B"
"128","UT8","Uber Technologies, Inc.","151.03B","72.07","-0.87%","42.28B"
"129","Y5C","GE Vernova Inc.","150.10B","536.00","-1.29%","32.11B"
"130","TJX","The TJX Companies, Inc.","149.38B","134.62","0.37%","51.13B"
"131","CWW","Commonwealth Bank of Australia","149.11B","89.50","0.83%","15.39B"
"132","CWW0","Commonwealth Bank of Australia","149.11B","88.50","1.72%","15.39B"
"133","TII","Texas Instruments Incorporated","148.02B","165.88","2.71%","14.72B"
"134","QCI","QUALCOMM Incorporated","147.78B","139.18","0.23%","37.87B"
"135","FP3","NextEra Energy, Inc.","147.45B","70.15","1.48%","22.41B"
"136","DAP","Danaher Corporation","145.96B","206.15","1.03%","20.75B"
"137","ALVE","Allianz SE","145.29B","37.60","-","105.02B"
"138","SOBA","AT&T Inc.","144.92B","20.36","-0.46%","106.09B"
"139","ALV","Allianz SE","144.72B","379.60","-0.47%","105.02B"
"140","PZX","Ping An Insurance (Group) Company of China, Ltd.","144.66B","7.70","1.96%","119.30B"
"141","PCE1","Booking Holdings Inc.","144.19B","4,469.00","-0.18%","22.19B"
"142","PZXB","Ping An Insurance (Group) Company of China, Ltd.","143.92B","15.70","6.08%","119.30B"
"143","BHP","BHP Group Limited","143.78B","56.50","0.89%","43.65B"
"144","BHP1","BHP Group Limited","143.78B","28.18","1.95%","43.65B"
"145","BAC","Verizon Communications Inc.","142.96B","33.99","-0.63%","117.18B"
"146","MHL","S&P Global Inc.","142.27B","477.00","2.14%","12.79B"
"147","1170","Arista Networks, Inc.","141.66B","115.14","0.88%","7.20B"
"148","DTE","DTE Energy Company","138.34B","27.23","-2.44%","12.63B"
"149","HDFA","HDFC Bank Limited","136.57B","28.00","-0.71%","25.75B"
"150","TDB","The Toronto-Dominion Bank","136.04B","80.86","0.67%","39.14B"
"151","LWE","Lowe's Companies, Inc.","133.85B","234.00","1.30%","73.05B"
"152","ITU","Intuit Inc.","132.94B","483.15","0.20%","16.85B"
"153","DTEA","Deutsche Telekom AG","132.38B","27.60","-","121.02B"
"154","SND","Schneider Electric S.E.","132.24B","235.60","1.33%","39.32B"
"155","SNDB","Schneider Electric S.E.","131.71B","47.80","1.70%","39.32B"
"156","HIA1","Hitachi, Ltd.","131.57B","27.98","-2.54%","57.73B"
"157","9PDA","PDD Holdings Inc.","131.41B","91.60","-1.72%","50.11B"
"158","SEJ1","Safran SA","131.37B","319.70","-2.29%","29.38B"
"159","SEJU","Safran SA","131.37B","80.00","-1.23%","29.38B"
"160","ESL","EssilorLuxottica Société anonyme","130.04B","270.00","-4.76%","27.24B"
"161","ESLC","EssilorLuxottica Société anonyme","130.04B","140.00","2.19%","27.24B"
"162","CFX","Capital One Financial Corporation","129.77B","202.00","1.51%","24.62B"
"163","GIS","Gilead Sciences, Inc.","129.59B","104.76","1.28%","24.79B"
"164","0UB","UBS Group AG","129.57B","40.48","-0.07%","41.07B"
"165","PCU","Southern Copper Corporation","129.10B","155.05","3.33%","10.51B"
"166","HIAA","Hitachi, Ltd.","127.79B","28.20","-6.62%","57.73B"
"167","ANL","Analog Devices, Inc.","127.42B","253.25","1.08%","9.55B"
"168","PFE","Pfizer Inc.","126.80B","22.30","0.13%","53.69B"
"169","M4B","China Merchants Bank Co., Ltd.","126.68B","5.30","-2.97%","35.16B"
"170","CRA1","Rio Tinto Group","125.15B","84.69","-0.36%","45.75B"
"171","RIO1","Rio Tinto Group","125.15B","73.00","-1.97%","45.75B"
"172","SON1","Sony Group Corporation","124.84B","20.87","-0.71%","75.73B"
"173","SONA","Sony Group Corporation","124.84B","21.20","1.92%","75.73B"
"174","SFT","SoftBank Group Corp.","124.22B","21.95","0.14%","43.26B"
"175","SFTU","SoftBank Group Corp.","124.22B","10.40","-9.57%","43.26B"
"176","RIOA","Rio Tinto Group","123.55B","73.80","4.53%","45.75B"
"177","RRU","Rolls-Royce Holdings plc","122.79B","14.98","0.81%","22.79B"
"178","RRU1","Rolls-Royce Holdings plc","122.79B","14.90","0.68%","22.79B"
"179","UNV","Unilever PLC","122.09B","55.50","-0.89%","59.77B"
"180","UNV0","Unilever PLC","122.09B","56.03","1.47%","59.77B"
"181","TOTB","TotalEnergies SE","121.59B","56.54","-0.28%","156.43B"
"182","FJZ","Zijin Mining Group Company Limited","121.08B","4.540","0.44%","39.20B"
"183","FJZB","Zijin Mining Group Company Limited","121.08B","84.50","1.81%","39.20B"
"184","IBE1","Iberdrola, S.A.","120.53B","18.39","-0.38%","45.49B"
"185","IBE5","Iberdrola, S.A.","120.53B","73.00","-0.68%","45.49B"
"186","ABJ","ABB Ltd","120.50B","65.42","0.86%","29.41B"
"187","ABJA","ABB Ltd","120.35B","66.00","4.76%","29.41B"
"188","DCO","Deere & Company","120.26B","439.25","-0.18%","39.56B"
"189","SYK","Stryker Corporation","119.41B","312.10","0.35%","20.78B"
"190","BBVA","Banco Bilbao Vizcaya Argentaria, S.A.","119.05B","20.20","-5.08%","31.63B"
"191","BOY","Banco Bilbao Vizcaya Argentaria, S.A.","119.05B","21.28","1.87%","31.63B"
"192","1TY","Prosus N.V.","119.02B","53.20","-3.01%","5.82B"
"193","1YL","Prosus N.V.","119.02B","10.40","-2.80%","5.82B"
"194","UNP","Union Pacific Corporation","117.78B","194.48","-0.42%","20.92B"
"195","ALD","Honeywell International Inc.","117.59B","188.00","1.74%","34.66B"
"196","4S0","ServiceNow, Inc.","117.22B","116.02","-1.78%","10.80B"
"197","XMF","Sumitomo Mitsui Financial Group, Inc.","117.08B","31.26","5.86%","19.72B"
"198","XMFA","Sumitomo Mitsui Financial Group, Inc.","117.08B","17.80","1.14%","19.72B"
"199","ENR","Siemens Energy AG","116.67B","134.95","5.80%","39.08B"
"200","1NBA","Anheuser-Busch InBev SA/NV","115.71B","59.00","-0.57%","49.95B"
"201","ITKA","Anheuser-Busch InBev SA/NV","115.71B","56.00","1.82%","49.95B"
"202","LOM","Lockheed Martin Corporation","115.19B","498.45","1.24%","62.73B"
"203","BSX","Boston Scientific Corporation","115.01B","77.40","1.03%","16.49B"
"204","CRIN","UniCredit S.p.A.","112.71B","72.39","0.01%","24.85B"
"205","CRIP","UniCredit S.p.A.","112.71B","35.60","0.56%","24.85B"
"206","5AP","Palo Alto Networks, Inc.","112.71B","163.76","0.07%","8.29B"
"207","DEVL","DBS Group Holdings Ltd","112.19B","39.59","1.31%","14.71B"
"208","3EC","Eaton Corporation plc","111.56B","283.60","-0.49%","22.70B"
"209","HCW","Welltower Inc.","111.25B","162.95","0.93%","8.44B"
"210","ENR0","Siemens Energy AG","109.66B","129.00","2.38%","39.08B"
"211","ADB","Adobe Inc.","109.65B","261.25","0.10%","20.50B"
"212","2M6","Medtronic plc","109.33B","85.02","0.57%","29.88B"
"213","BMT","British American Tobacco p.l.c.","108.67B","50.10","2.14%","29.86B"
"214","BMTA","British American Tobacco p.l.c.","108.67B","49.80","1.22%","29.86B"
"215","BBN1","Blackstone Inc.","108.42B","138.70","-0.06%","10.90B"
"216","RIT1","Compagnie Financière Richemont SA","107.60B","18.50","-1.07%","21.94B"
"217","RITN","Compagnie Financière Richemont SA","107.60B","188.70","-0.08%","21.94B"
"218","NMM","Newmont Corporation","107.09B","98.80","0.84%","18.33B"
"219","E7S","Constellation Energy Corporation","106.50B","268.85","-8.71%","21.17B"
"220","3CP","Xiaomi Corporation","106.03B","4.043","-3.97%","53.80B"
"221","3CPA","Xiaomi Corporation","106.03B","20.80","0.97%","53.80B"
"222","DIO","Christian Dior SE","105.54B","601.50","-0.91%","82.82B"
"223","DIO0","Christian Dior SE","105.54B","148.00","-0.67%","82.82B"
"224","YCP","ConocoPhillips","105.31B","85.79","0.22%","52.23B"
"225","TKY","Tokyo Electron Limited","105.03B","238.80","5.38%","14.34B"
"226","BY6","BYD Company Limited","104.64B","10.99","-1.66%","100.70B"
"227","BY6A","BYD Company Limited","104.64B","10.80","-0.46%","100.70B"
"228","FR7","Fast Retailing Co., Ltd.","104.50B","337.50","-1.95%","19.51B"
"229","FR70","Fast Retailing Co., Ltd.","104.50B","34.20","0.59%","19.51B"
"230","FR7H","Fast Retailing Co., Ltd.","104.50B","2.920","2.10%","19.51B"
"231","IES","Intesa Sanpaolo S.p.A.","104.37B","5.99","0.05%","25.32B"
"232","IESJ","Intesa Sanpaolo S.p.A.","104.37B","36.00","0.56%","25.32B"
"233","PGV","The Progressive Corporation","102.80B","174.50","-0.29%","72.59B"
"234","PAR","Parker-Hannifin Corporation","102.67B","813.80","0.12%","17.07B"
"235","AEX","Chubb Limited","102.08B","258.00","-","50.15B"
"236","KR51","KKR & Co. Inc.","100.83B","112.78","-0.42%","18.96B"
"237","SNW","Sanofi","99.33B","82.04","-0.68%","45.93B"
"238","SNW2","Sanofi","99.33B","39.80","-1.00%","45.93B"
"239","IVS","Investor AB (publ)","99.32B","31.86","3.37%","12.06B"
"240","IVSD","Investor AB (publ)","99.32B","31.50","-0.41%","12.06B"
"241","BRM","Bristol-Myers Squibb Company","99.29B","47.87","-1.69%","40.94B"
"242","IKF","China Shenhua Energy Company Limited","98.82B","4.490","0.45%","35.44B"
"243","IKFC","China Shenhua Energy Company Limited","98.82B","17.10","0.59%","35.44B"
"244","45C","CrowdStrike Holdings, Inc.","98.81B","388.00","-2.74%","3.96B"
"245","7A2","AIA Group Limited","96.81B","9.16","-2.39%","21.70B"
"246","7A2S","AIA Group Limited","96.81B","36.80","-","21.70B"
"247","BNPH","BNP Paribas SA","96.26B","43.40","2.84%","46.87B"
"248","ICBA","ICICI Bank Limited","96.20B","26.80","1.52%","18.32B"
"249","BNP","BNP Paribas SA","96.07B","87.52","-0.13%","46.87B"
"250","O9T","Arm Holdings plc","96.06B","95.80","0.31%","3.76B"
"251","VX1","Vertex Pharmaceuticals Incorporated","95.93B","378.50","-2.34%","9.99B"
"252","2BH","HCA Healthcare, Inc.","95.10B","413.00","1.52%","63.39B"
"253","ENL","Enel SpA","93.65B","9.32","0.25%","77.78B"
"254","ENLA","Enel SpA","93.65B","9.05","1.69%","77.78B"
"255","AIL","Air Liquide S.A.","92.90B","158.72","-1.39%","27.40B"
"256","AILA","Air Liquide S.A.","92.90B","31.60","-1.25%","27.40B"
"257","MZ8A","Mizuho Financial Group, Inc.","91.97B","7.10","4.41%","22.80B"
"258","SID","State Bank of India","91.73B","95.00","-","34.27B"
"259","MLB1","MercadoLibre, Inc.","91.66B","1,805.00","-0.06%","22.32B"
"260","K7X","Brookfield Corporation","91.47B","40.70","0.49%","65.57B"
"261","SRB","Starbucks Corporation","91.37B","80.67","3.15%","31.80B"
"262","MZ8","Mizuho Financial Group, Inc.","90.85B","34.97","0.63%","22.80B"
"263","ADP","Automatic Data Processing, Inc.","90.65B","224.75","-0.16%","17.82B"
"264","639","Spotify Technology S.A.","90.19B","436.05","-2.01%","16.90B"
"265","VAN","Advantest Corporation","90.14B","120.10","-3.46%","5.63B"
"266","VANA","Advantest Corporation","90.14B","122.00","-","5.63B"
"267","MCK","McKesson Corporation","89.75B","701.40","-0.14%","329.92B"
"268","HHP2","Hon Hai Precision Industry Co., Ltd.","89.34B","12.50","-4.58%","213.25B"
"269","PHM7","Altria Group, Inc.","89.05B","53.15","1.41%","17.19B"
"270","CTP2","Comcast Corporation","88.99B","24.31","0.50%","105.10B"
"271","CVS","CVS Health Corporation","88.97B","68.34","-0.99%","333.84B"
"272","ZFI1","Zurich Insurance Group AG","88.37B","30.60","-","59.36B"
"273","ZFIN","Zurich Insurance Group AG","88.37B","619.00","0.16%","59.36B"
"274","EN3","Enbridge Inc.","88.08B","40.57","1.06%","39.30B"
"275","RHM","Rheinmetall AG","87.79B","1,909.00","0.79%","11.00B"
"276","RHMB","Rheinmetall AG","87.79B","377.00","-0.26%","11.00B"
"277","AE9","Agnico Eagle Mines Limited","86.67B","170.50","-1.19%","9.01B"
"278","GDX","General Dynamics Corporation","85.66B","316.10","2.08%","44.05B"
"279","GS71","GSK plc","85.52B","21.18","-2.31%","36.85B"
"280","MIH","Mitsubishi Heavy Industries, Ltd.","85.12B","25.30","-2.54%","27.89B"
"281","IC2","Intercontinental Exchange, Inc.","85.11B","148.76","-0.09%","8.31B"
"282","MX4A","CME Group Inc.","84.67B","235.30","0.17%","5.44B"
"283","SOT","The Southern Company","84.21B","74.80","0.13%","24.64B"
"284","CHU","China Petroleum & Chemical Corporation","84.16B","0.512","1.35%","337.78B"
"285","SYP","Synopsys, Inc.","83.75B","442.65","2.68%","6.12B"
"286","DUT","Moody's Corporation","82.92B","462.10","-0.02%","6.39B"
"287","BZZ","Bank of Montreal","82.79B","115.90","1.67%","20.20B"
"288","NKE","NIKE, Inc.","82.37B","55.44","-1.14%","40.11B"
"289","ACO","Atlas Copco AB (publ)","82.02B","16.40","-","15.52B"
"290","ACO4","Atlas Copco AB (publ)","82.02B","17.65","0.60%","15.52B"
"291","KEE","Keyence Corporation","81.56B","328.60","4.05%","6.27B"
"292","NTH","Northrop Grumman Corporation","80.48B","558.20","1.49%","34.88B"
"293","CYZB","China Yangtze Power Co., Ltd.","80.28B","28.40","-","10.46B"
"294","IOC","ITOCHU Corporation","80.23B","11.27","0.67%","84.56B"
"295","MTS1","Mitsui & Co., Ltd.","79.94B","28.37","4.15%","81.15B"
"296","D2MN","Duke Energy Corporation","79.65B","99.27","-1.85%","26.62B"
"297","MBI","MBIA Inc.","79.45B","21.83","-3.60%","79.26M"
"298","UPAB","United Parcel Service, Inc.","79.38B","91.11","-0.39%","76.27B"
"299","AXA","AXA SA","78.88B","39.60","0.76%","93.21B"
"300","AXAA","AXA SA","78.88B","38.40","-1.03%","93.21B"
"301","BKN","The Bank of Nova Scotia","78.30B","63.09","-1.76%","19.58B"
"302","MMM","3M Company","78.29B","147.06","1.58%","21.16B"
"303","DD2","DoorDash, Inc.","78.01B","179.84","-0.51%","10.77B"
"304","BPE5","BP p.l.c.","77.86B","5.08","0.55%","158.47B"
"305","BSU","BP p.l.c.","77.86B","30.20","0.67%","158.47B"
"306","48Z","Howmet Aerospace Inc.","77.67B","195.75","3.90%","6.80B"
"307","WBC","Westpac Banking Corporation","77.34B","21.78","-0.37%","12.38B"
"308","MSN","Marsh & McLennan Companies, Inc.","76.92B","154.95","-0.77%","22.55B"
"309","BCY","Barclays PLC","76.76B","5.58","0.36%","29.81B"
"310","BCY2","Barclays PLC","76.76B","22.20","0.91%","29.81B"
"311","UWS","Waste Management, Inc.","76.30B","189.32","1.53%","21.12B"
"312","SJ3","The Sherwin-Williams Company","75.61B","306.80","0.43%","19.84B"
"313","3YB","Postal Savings Bank of China Co., Ltd.","75.39B","0.550","-5.17%","38.43B"
"314","MAQ","Marriott International, Inc.","75.31B","278.25","2.51%","5.86B"
"315","3YB0","Postal Savings Bank of China Co., Ltd.","75.23B","10.80","-","38.43B"
"316","CDS","Cadence Design Systems, Inc.","75.17B","268.70","0.26%","4.44B"
"317","NAL","National Australia Bank Limited","74.92B","23.95","-1.60%","11.30B"
"318","4Y01","NetEase, Inc.","74.68B","23.20","-3.33%","13.39B"
"319","NEH","NetEase, Inc.","74.68B","117.00","-4.10%","13.39B"
"320","48CA","CaixaBank, S.A.","74.53B","10.51","0.14%","15.05B"
"321","FV9J","CaixaBank, S.A.","74.53B","3.500","2.34%","15.05B"
"322","FPMB","Freeport-McMoRan Inc.","74.17B","50.86","-2.29%","22.16B"
"323","2IS","Trane Technologies plc","73.97B","331.80","-0.33%","17.94B"
"324","4GE","Grupo México, S.A.B. de C.V.","73.87B","9.55","0.95%","14.38B"
"325","CUP","Chugai Pharmaceutical Co., Ltd.","73.82B","44.29","-3.86%","6.99B"
"326","BN9","The Bank of New York Mellon Corporation","73.50B","106.50","-0.08%","17.13B"
"327","CAI","Canadian Imperial Bank of Commerce","73.44B","78.20","0.28%","16.57B"
"328","A0T","American Tower Corporation","73.21B","148.08","-0.30%","8.91B"
"329","A58","Elevance Health, Inc.","73.12B","319.80","0.82%","166.05B"
"330","PNP","The PNC Financial Services Group, Inc.","72.64B","187.00","1.08%","19.01B"
"331","INNA","ING Groep N.V.","72.62B","24.20","0.83%","20.04B"
"332","INN1","ING Groep N.V.","72.47B","24.81","-0.80%","20.04B"
"333","RW5","Brookfield Asset Management Ltd.","72.36B","44.08","-2.44%","3.82B"
"334","UB5","U.S. Bancorp","72.24B","45.74","-0.57%","22.17B"
"335","ABR0","Barrick Mining Corporation","72.18B","43.00","-0.39%","12.45B"
"336","N7I","Apollo Global Management, Inc.","72.07B","123.15","-1.48%","23.20B"
"337","EMR","Emerson Electric Co.","71.70B","114.70","-","15.36B"
"338","1520","Midea Group Co., Ltd.","71.69B","9.35","0.54%","54.02B"
"339","C4C","Bank of Communications Co., Ltd.","70.93B","0.720","1.41%","25.44B"
"340","NTT","NTT, Inc.","70.88B","0.850","-0.59%","79.98B"
"341","CRG","CRH plc","70.76B","104.20","-2.62%","31.45B"
"342","BSP","BAE Systems plc","70.09B","24.15","2.77%","31.97B"
"343","BSPA","BAE Systems plc","70.09B","94.00","1.08%","31.97B"
"344","1RH","Recruit Holdings Co., Ltd.","70.05B","49.10","2.06%","20.46B"
"345","T7D","TransDigm Group Incorporated","69.55B","1,177.00","1.55%","7.53B"
"346","LLD","Lloyds Banking Group plc","69.29B","1.185","-","20.55B"
"347","LLD2","Lloyds Banking Group plc","69.29B","4.560","2.70%","20.55B"
"348","6Z1","Airbnb, Inc.","69.26B","115.36","2.42%","10.18B"
"349","GLW","Corning Incorporated","69.05B","81.15","5.79%","12.71B"
"350","CUM","Cummins Inc.","68.35B","492.30","1.30%","28.62B"
"351","12DA","Dell Technologies Inc.","68.31B","103.16","-3.08%","90.25B"
"352","PJXA","Petróleo Brasileiro S.A. - Petrobras","68.25B","10.80","1.89%","78.59B"
