No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"1547","JHY","Jack Henry & Associates, Inc.","11.92B","160.40","1.23%","2.06B"
"1548","EZV","Domino's Pizza, Inc.","11.91B","351.40","-0.04%","4.13B"
"1549","X68","Rubrik, Inc.","11.90B","63.00","-2.33%","1.04B"
"1550","GZ5","Galp Energia, SGPS, S.A.","11.90B","16.35","2.12%","19.84B"
"1551","GZ50","Galp Energia, SGPS, S.A.","11.90B","7.35","5.00%","19.84B"
"1552","WP7","WESCO International, Inc.","11.90B","228.00","-0.87%","19.55B"
"1553","IBI","Ibiden Co.,Ltd.","11.89B","36.20","-3.21%","2.21B"
"1554","MKT","MKS Inc.","11.88B","158.10","3.30%","3.27B"
"1555","HAM","Harmony Gold Mining Company Limited","11.83B","19.00","3.54%","3.54B"
"1556","HAM1","Harmony Gold Mining Company Limited","11.83B","18.55","-1.85%","3.54B"
"1557","8RJ","BELIMO Holding AG","11.83B","898.50","1.87%","1.10B"
"1558","71BA","Bilibili Inc.","11.83B","28.80","1.41%","3.56B"
"1559","71BB","Bilibili Inc.","11.83B","28.00","-1.41%","3.56B"
"1560","0P8","Penumbra, Inc.","11.82B","265.40","0.84%","1.14B"
"1561","QCH","Computershare Limited","11.82B","19.20","-0.52%","2.66B"
"1562","DSE","Daiwa Securities Group Inc.","11.77B","7.85","1.29%","4.52B"
"1563","DWS","DWS Group GmbH & Co. KGaA","11.76B","57.85","-1.78%","4.36B"
"1564","CDM1","Coeur Mining, Inc.","11.74B","18.30","1.89%","1.45B"
"1565","OSA","Osaka Gas Co., Ltd.","11.72B","29.60","1.38%","11.97B"
"1566","S4VC","SEGRO Plc","11.72B","9.00","3.45%","815.45M"
"1567","3HH","Chewy, Inc.","11.71B","27.01","1.35%","10.91B"
"1568","HO7","Hormel Foods Corporation","11.71B","19.60","0.42%","10.41B"
"1569","CXX","The Clorox Company","11.69B","92.00","-0.54%","5.77B"
"1570","AXJ","Equitable Holdings, Inc.","11.68B","40.20","-1.95%","10.42B"
"1571","STS1","Santos Limited","11.67B","3.710","3.20%","4.47B"
"1572","FRK","Franklin Resources, Inc.","11.66B","21.98","2.76%","7.48B"
"1573","PAH3","Porsche Automobil Holding SE","11.65B","38.01","-0.26%","-"
"1574","C4F","CF Industries Holdings, Inc.","11.64B","66.12","0.46%","5.74B"
"1575","37C","CNH Industrial N.V.","11.62B","9.13","0.77%","15.18B"
"1576","ERE","Everest Group, Ltd.","11.61B","273.10","-2.50%","15.07B"
"1577","GMZ","Ally Financial Inc.","11.58B","37.56","0.08%","6.11B"
"1578","RAK","Rakuten Group, Inc.","11.57B","5.41","0.84%","14.11B"
"1579","RAKA","Rakuten Group, Inc.","11.57B","5.35","1.90%","14.11B"
"1580","NEM","Newmont Corporation","11.55B","84.60","-3.86%","18.33B"
"1581","EF3","Eiffage SA","11.55B","121.70","-2.91%","24.93B"
"1582","OBL","OBIC Co.,Ltd.","11.53B","26.40","-0.75%","736.32M"
"1583","NYKA","Nippon Yusen Kabushiki Kaisha","11.50B","28.79","0.31%","14.13B"
"1584","1SI","Snap Inc.","11.49B","6.62","-2.39%","4.92B"
"1585","NPX","Nippon Sanso Holdings Corporation","11.46B","27.96","2.57%","7.58B"
"1586","2HL","Houlihan Lokey, Inc.","11.45B","162.95","-0.24%","2.19B"
"1587","NB3","Neurocrine Biosciences, Inc.","11.45B","114.85","-0.30%","2.29B"
"1588","S19","Sumitomo Metal Mining Co., Ltd.","11.43B","43.00","6.97%","9.08B"
"1589","2SI","Stifel Financial Corp.","11.42B","107.00","-0.93%","4.51B"
"1590","LN3","Jefferies Financial Group Inc.","11.42B","53.40","-0.37%","6.33B"
"1591","FPLB","Fisher & Paykel Healthcare Corporation Limited","11.39B","19.00","-1.04%","1.07B"
"1592","A71","Ascendis Pharma A/S","11.37B","183.00","-1.08%","646.55M"
"1593","EMY","Embraer S.A.","11.37B","61.20","-1.29%","6.60B"
"1594","HVXA","Helvetia Baloise Holding AG","11.36B","212.80","0.76%","10.35B"
"1595","FO4N","ageas SA/NV","11.35B","59.45","0.08%","8.61B"
"1596","AK3","Akamai Technologies, Inc.","11.34B","73.44","-2.66%","3.52B"
"1597","D09","Brookfield Renewable Corporation","11.34B","33.40","4.37%","3.26B"
"1598","0NU","Nutanix, Inc.","11.34B","43.90","-2.47%","2.27B"
"1599","WX4","Omega Healthcare Investors, Inc.","11.32B","38.13","0.74%","980.32M"
"1600","1CO1","Covestro AG","11.32B","29.60","0.68%","13.40B"
"1601","1COV","Covestro AG","11.32B","60.52","-0.23%","13.40B"
"1602","SGK1","The Sage Group plc","11.32B","11.95","-4.74%","2.88B"
"1603","ZT1A","Zebra Technologies Corporation","11.30B","215.10","0.28%","4.49B"
"1604","4BB1","Budweiser Brewing Company APAC Limited","11.27B","3.060","1.33%","4.97B"
"1605","E6Z","AECOM","11.27B","84.00","-1.75%","13.76B"
"1606","3IW","Invesco Ltd.","11.27B","25.20","4.61%","5.35B"
"1607","E3G","Evolution AB (publ)","11.26B","54.50","-2.68%","2.24B"
"1608","E3G1","Evolution AB (publ)","11.26B","55.92","2.42%","2.24B"
"1609","PKN","Revvity, Inc.","11.26B","98.64","3.46%","2.41B"
"1610","SWF","Stanley Black & Decker, Inc.","11.26B","72.72","1.20%","12.97B"
"1611","6E2","Endeavour Mining plc","11.19B","47.26","0.08%","3.32B"
"1612","ASAA","Asahi Kasei Corporation","11.18B","7.75","-0.36%","17.47B"
"1613","G9N","Grupo Aeroportuario del Pacífico, S.A.B. de C.V.","11.18B","222.00","-1.77%","1.59B"
"1614","G9N1","Grupo Aeroportuario del Pacífico, S.A.B. de C.V.","11.18B","21.80","-1.80%","1.59B"
"1615","I7G","Ipsen S.A.","11.17B","130.80","1.16%","3.76B"
"1616","4BB","Budweiser Brewing Company APAC Limited","11.17B","0.820","-","4.97B"
"1617","2E5","China Energy Engineering Corporation Limited","11.16B","0.114","0.89%","55.68B"
"1618","UUM","Unum Group","11.15B","67.08","-1.12%","11.14B"
"1619","RGPB","Reinsurance Group of America, Incorporated","11.14B","167.00","-2.91%","19.01B"
"1620","CC5","Coca-Cola Consolidated, Inc.","11.10B","128.00","-0.78%","6.05B"
"1621","NMR","Nova Ltd.","11.10B","285.40","2.15%","726.77M"
"1622","ROW","Texas Roadhouse, Inc.","11.03B","162.00","0.09%","4.97B"
"1623","6GF","ING Bank Slaski S.A.","11.02B","83.90","0.36%","2.55B"
"1624","KTB1","Krung Thai Bank Public Company Limited","11.01B","0.765","0.66%","3.39B"
"1625","NVPB","Krung Thai Bank Public Company Limited","11.01B","0.725","15.08%","3.39B"
"1626","9SG0","SGH Limited","11.01B","26.60","-1.48%","5.90B"
"1627","UHS","Universal Health Services, Inc.","10.99B","170.00","-1.16%","14.48B"
"1628","891","Daifuku Co., Ltd.","10.99B","27.00","-","4.53B"
"1629","RRC","Regency Centers Corporation","10.98B","59.50","-","1.34B"
"1630","2GL","Gaming and Leisure Properties, Inc.","10.98B","38.47","0.39%","1.34B"
"1631","LA6A","Sanlam Limited","10.97B","5.15","-0.96%","11.07B"
"1632","LA6S","Sanlam Limited","10.97B","10.30","-0.96%","11.07B"
"1633","B6E","Swedish Orphan Biovitrum AB (publ)","10.94B","32.32","0.87%","2.52B"
"1634","HMT","Host Hotels & Resorts, Inc.","10.94B","15.10","4.14%","5.07B"
"1635","BF5A","Brown-Forman Corporation","10.94B","21.80","-4.39%","3.37B"
"1636","BF5B","Brown-Forman Corporation","10.94B","21.77","-4.27%","3.37B"
"1637","ORL","Origin Energy Limited","10.93B","6.35","0.79%","9.64B"
"1638","HIK","Hikari Tsushin, Inc.","10.88B","244.00","1.67%","4.16B"
"1639","SKFA","AB SKF (publ)","10.85B","23.20","-","8.53B"
"1640","SKFB","AB SKF (publ)","10.85B","22.94","0.79%","8.53B"
"1641","GM0N","Globus Medical, Inc.","10.82B","80.50","1.90%","2.36B"
"1642","CNH","CNA Financial Corporation","10.82B","38.60","-2.53%","12.66B"
"1643","ACR","Accor SA","10.82B","46.27","-1.87%","5.67B"
"1644","ACR1","Accor SA","10.82B","9.60","1.59%","5.67B"
"1645","W7L","Aeroports de Paris SA","10.81B","110.20","0.73%","6.43B"
"1646","RRJ","RenaissanceRe Holdings Ltd.","10.80B","230.00","-1.71%","10.41B"
"1647","SU1N","Swiss Prime Site AG","10.80B","133.60","0.60%","673.47M"
"1648","4OQ1","AGNC Investment Corp.","10.79B","10.08","-0.10%","814.80M"
"1649","ISI","Ionis Pharmaceuticals, Inc.","10.77B","66.00","-2.94%","824.14M"
"1650","32Z","South32 Limited","10.77B","2.412","4.87%","5.09B"
"1651","DEU","Dongfang Electric Corporation Limited","10.75B","2.760","-0.72%","9.14B"
"1652","XSZ","Shimizu Corporation","10.73B","15.10","0.67%","11.54B"
"1653","5B4","Mitsubishi HC Capital Inc.","10.71B","7.40","-","12.37B"
"1654","8BJ","BJ's Wholesale Club Holdings, Inc.","10.70B","76.00","-1.30%","18.35B"
"1655","S6L","Shenzhou International Group Holdings Limited","10.68B","7.00","5.26%","3.64B"
"1656","6DA","Advanced Drainage Systems, Inc.","10.67B","136.70","1.71%","2.55B"
"1657","SB7","Saputo Inc.","10.62B","24.85","2.47%","11.69B"
"1658","AU61","Absa Group Limited","10.62B","12.70","1.60%","4.77B"
"1659","AFW","Align Technology, Inc.","10.60B","147.25","1.73%","3.39B"
"1660","47V","Sibanye Stillwater Limited","10.59B","3.760","0.80%","5.36B"
"1661","47VS","Sibanye Stillwater Limited","10.59B","15.10","1.34%","5.36B"
"1662","SKNB","Skanska AB (publ)","10.59B","23.00","-0.22%","16.52B"
"1663","BS81","Bentley Systems, Incorporated","10.58B","33.40","-1.77%","1.24B"
"1664","KIR","Kirin Holdings Company, Limited","10.57B","12.80","1.59%","13.79B"
"1665","F3M","Tempus AI, Inc.","10.56B","61.50","5.13%","942.01M"
"1666","UF0","UDR, Inc.","10.56B","31.84","-0.44%","1.49B"
"1667","EX9","Exelixis, Inc.","10.54B","37.19","-0.91%","1.95B"
"1668","FLN","Admiral Group plc","10.53B","34.96","0.40%","6.12B"
"1669","HC5","Healthpeak Properties, Inc.","10.51B","14.91","2.04%","2.39B"
"1670","HAS","Hasbro, Inc.","10.50B","74.87","2.18%","3.73B"
"1671","SU4","Suncorp Group Limited","10.50B","9.50","1.04%","8.35B"
"1672","AMK","Amkor Technology, Inc.","10.48B","42.73","-4.45%","5.50B"
"1673","PNDA","Mowi ASA","10.46B","19.50","1.04%","5.64B"
"1674","OS9","Orient Securities Company Limited","10.42B","0.790","1.28%","2.69B"
"1675","WYR","Wynn Resorts, Limited","10.41B","100.10","-0.85%","6.06B"
"1676","HAG","Hensoldt AG","10.40B","89.15","-0.78%","2.40B"
"1677","SY1","Symrise AG","10.39B","74.88","-0.53%","4.99B"
"1678","SPXB","Suzano S.A.","10.38B","8.15","-0.61%","8.18B"
"1679","SUX","TD SYNNEX Corporation","10.38B","129.00","-","53.91B"
"1680","MHV","Equity LifeStyle Properties, Inc.","10.37B","52.00","-","1.31B"
"1681","5EA","Elanco Animal Health Incorporated","10.35B","20.64","-1.64%","3.91B"
"1682","1OD","iA Financial Corporation Inc.","10.34B","109.00","0.93%","5.36B"
"1683","NRM","Insurance Australia Group Limited","10.32B","4.500","-","9.69B"
"1684","0B2","BAWAG Group AG","10.32B","131.30","0.38%","1.91B"
"1685","I10","Italgas S.p.A.","10.32B","10.06","0.20%","3.05B"
"1686","FME","Fresenius Medical Care AG","10.32B","36.84","-7.11%","19.64B"
"1687","FMEA","Fresenius Medical Care AG","10.32B","19.60","2.62%","19.64B"
"1688","CRP","China Resources Power Holdings Company Limited","10.30B","1.984","0.53%","11.33B"
"1689","CRP0","China Resources Power Holdings Company Limited","10.30B","29.80","1.36%","11.33B"
"1690","DS3","DocuSign, Inc.","10.30B","59.11","-1.30%","2.74B"
"1691","GQI","GAIL (India) Limited","10.30B","8.80","-1.68%","13.83B"
"1692","CWN","Crown Holdings, Inc.","10.29B","89.10","0.36%","10.35B"
"1693","FTD","Financière de Tubize SA","10.26B","227.00","2.02%","13.26K"
"1694","BRU","mBank S.A.","10.24B","247.40","-4.26%","2.82B"
"1695","ZAS","Assurant, Inc.","10.24B","204.00","0.99%","10.71B"
"1696","E3M","EPAM Systems, Inc.","10.24B","180.70","-0.28%","4.52B"
"1697","AKU1","Akzo Nobel N.V.","10.22B","59.86","0.37%","10.41B"
"1698","AKUP","Akzo Nobel N.V.","10.22B","18.90","-1.56%","10.41B"
"1699","FT2","First Horizon Corporation","10.21B","20.20","1.96%","2.86B"
"1700","55H0","MP Materials Corp.","10.18B","58.60","4.27%","198.37M"
"1701","IDA","Indra Sistemas, S.A.","10.16B","59.20","0.77%","5.18B"
"1702","BZ9","Booz Allen Hamilton Holding Corporation","10.15B","71.86","0.31%","9.98B"
"1703","AJ3","Acciona, S.A.","10.14B","187.80","-1.00%","21.69B"
"1704","0XE","Xero Limited","10.14B","58.00","-4.13%","1.14B"
"1705","A4XA","American Homes 4 Rent","10.14B","26.80","-","1.56B"
"1706","J060","Aegon Ltd.","10.13B","6.73","0.42%","13.07B"
"1707","4JP","Japan Post Insurance Co., Ltd.","10.13B","27.20","1.49%","17.81B"
"1708","LHA","Deutsche Lufthansa AG","10.12B","8.37","1.87%","39.35B"
"1709","LHAB","Deutsche Lufthansa AG","10.12B","8.25","-2.37%","39.35B"
"1710","NCY","Tele2 AB (publ)","10.11B","7.00","-0.71%","2.68B"
"1711","OC5","Cochlear Limited","10.11B","151.02","-0.19%","1.31B"
"1712","OC50","Cochlear Limited","10.11B","74.50","0.68%","1.31B"
"1713","N3IA","NIO Inc.","10.11B","4.005","0.25%","8.68B"
"1714","NCYD","Tele2 AB (publ)","10.07B","14.36","1.52%","2.68B"
"1715","CA3","Comerica Incorporated","10.07B","77.00","-1.33%","2.76B"
"1716","E7V","Rexel S.A.","10.06B","33.38","2.08%","19.43B"
"1717","OSK","Japan Exchange Group, Inc.","10.06B","9.75","3.72%","977.58M"
"1718","LTT","Lattice Semiconductor Corporation","10.04B","73.07","-1.64%","423.23M"
"1719","PND","Mowi ASA","10.04B","19.57","1.82%","5.64B"
"1720","ISUA","Isuzu Motors Limited","10.03B","13.80","1.47%","19.22B"
"1721","G1A","GEA Group Aktiengesellschaft","10.03B","61.30","1.41%","5.44B"
"1722","NYT","The New York Times Company","10.01B","61.40","0.03%","2.32B"
"1723","DNZ","Donaldson Company, Inc.","10.01B","85.00","-1.16%","3.23B"
"1724","SWI","Swire Pacific Limited","10.00B","7.88","1.29%","9.57B"
"1725","SWI1","Swire Pacific Limited","10.00B","1.360","6.25%","9.57B"
"1726","ISU","Isuzu Motors Limited","10.00B","14.30","1.42%","19.22B"
"1727","SHA0","Schaeffler AG","10.00B","9.80","-3.64%","23.63B"
"1728","FJE","Fuji Electric Co., Ltd.","9.96B","66.50","-2.21%","6.73B"
"1729","OSKU","Japan Exchange Group, Inc.","9.95B","9.00","2.27%","977.58M"
"1730","LGLG","LG Electronics Inc.","9.93B","13.50","3.85%","53.46B"
"1731","CAL","Camden Property Trust","9.93B","92.50","0.54%","1.35B"
"1732","SVC","Service Corporation International","9.91B","66.54","1.00%","3.66B"
"1733","KRKA","Koç Holding A.S.","9.90B","17.30","11.61%","42.21B"
"1734","BKP0","Piraeus Financial Holdings S.A.","9.88B","6.75","-15.09%","2.57B"
"1735","RER1","Recordati Industria Chimica e Farmaceutica S.p.A.","9.87B","48.34","0.25%","2.55B"
"1736","CAR","Carrefour SA","9.86B","13.94","0.98%","88.32B"
"1737","CAR1","Carrefour SA","9.86B","2.600","0.78%","88.32B"
"1738","1LRC","Equinox Gold Corp.","9.86B","11.90","-1.73%","1.96B"
"1739","K8B","Technoprobe S.p.A.","9.81B","14.08","-0.64%","627.96M"
"1740","OFK","Orion Oyj","9.81B","71.00","0.42%","1.63B"
"1741","OFK0","Orion Oyj","9.81B","33.20","1.22%","1.63B"
"1742","SVT1","Severn Trent PLC","9.79B","33.40","0.60%","3.03B"
"1743","UHR","The Swatch Group AG","9.78B","188.10","0.24%","6.80B"
"1744","UHRA","The Swatch Group AG","9.78B","8.90","-3.26%","6.80B"
"1745","UHRN","The Swatch Group AG","9.78B","38.86","3.13%","6.80B"
"1746","UEO","Westlake Corporation","9.76B","72.00","1.41%","9.78B"
"1747","S3A","Stantec Inc.","9.76B","82.50","-1.20%","3.88B"
"1748","02G","Guangzhou Automobile Group Co., Ltd.","9.75B","0.422","-3.39%","11.97B"
"1749","A2A","Essential Utilities, Inc.","9.75B","33.72","-0.33%","2.03B"
"1750","5NU","CapitaLand Investment Limited","9.74B","1.920","-","1.67B"
"1751","4HK","HKT Trust and HKT Limited","9.73B","1.249","-0.61%","3.84B"
"1752","EAI","Groupe Bruxelles Lambert SA","9.73B","80.25","-0.43%","6.58B"
"1753","YDO1","Madrigal Pharmaceuticals, Inc.","9.70B","437.10","-0.68%","631.25M"
"1754","2VZ","Leonardo DRS, Inc.","9.68B","34.66","-0.77%","3.04B"
"1755","C7G","IGM Financial Inc.","9.67B","39.80","1.53%","2.54B"
"1756","B8O","Yangzijiang Shipbuilding (Holdings) Ltd.","9.66B","2.440","1.67%","3.13B"
"1757","QSU","SCSK Corporation","9.65B","30.20","-0.66%","4.12B"
"1758","LAV0","AtkinsRéalis Group Inc.","9.63B","58.00","-0.85%","6.52B"
"1759","JM2","The J. M. Smucker Company","9.63B","89.20","1.04%","7.61B"
"1760","3AL","Ayvens","9.60B","11.73","1.21%","25.21B"
"1761","TMJ","Globe Life Inc.","9.59B","122.00","0.83%","5.06B"
"1762","UUEA","United Utilities Group PLC","9.58B","27.60","2.99%","2.72B"
"1763","UUEC","United Utilities Group PLC","9.58B","13.80","0.71%","2.72B"
"1764","XD4","Strabag SE","9.56B","82.20","0.24%","17.92B"
"1765","RMB","Rambus Inc.","9.56B","81.76","3.39%","578.28M"
"1766","PWC","Pinnacle West Capital Corporation","9.56B","79.50","0.63%","4.52B"
"1767","CQL","Dayforce, Inc.","9.55B","59.50","-","1.61B"
"1768","8HI","Haidilao International Holding Ltd.","9.53B","1.570","-1.88%","4.99B"
"1769","OKL","Orkla ASA","9.53B","9.54","0.10%","6.19B"
"1770","OKL0","Orkla ASA","9.53B","9.15","-","6.19B"
"1771","5PT","Procore Technologies, Inc.","9.50B","61.00","-2.40%","1.09B"
"1772","KPR","Klépierre SA","9.48B","33.66","-0.53%","1.73B"
"1773","QFI","American Financial Group, Inc.","9.48B","112.00","-0.85%","6.83B"
"1774","RV6","Charles River Laboratories International, Inc.","9.47B","184.45","-","3.44B"
"1775","KONN","Komercní banka, a.s.","9.46B","49.54","-0.04%","1.50B"
"1776","CENB","Centrica plc","9.46B","2.076","0.05%","22.74B"
"1777","CENN","Centrica plc","9.46B","8.00","-3.03%","22.74B"
"1778","5Y2","Dino Polska S.A.","9.44B","9.98","-0.21%","7.61B"
"1779","DYI","Dycom Industries, Inc.","9.44B","300.00","-0.66%","4.45B"
"1780","6F1","Five Below, Inc.","9.41B","168.25","-0.36%","3.84B"
"1781","TE1","Bio-Techne Corporation","9.39B","55.00","-","1.04B"
"1782","RDDA","Dr. Reddy's Laboratories Limited","9.39B","12.00","1.69%","3.28B"
"1783","UCM","Buzzi S.p.A.","9.39B","0.279","0.36%","4.47B"
"1784","CYC","Jardine Cycle & Carriage Limited","9.38B","23.40","0.86%","19.06B"
"1785","8QR","Confluent, Inc.","9.37B","25.93","0.25%","948.74M"
"1786","85C","PT Bank Permata Tbk","9.37B","0.250","-","550.74M"
"1787","QS2A","Smiths Group plc","9.33B","28.22","0.14%","3.37B"
"1788","UA9","Penske Automotive Group, Inc.","9.33B","139.00","-0.71%","26.15B"
"1789","NNM","Onto Innovation Inc.","9.32B","169.00","3.68%","857.20M"
"1790","FA1","FactSet Research Systems Inc.","9.26B","247.40","-1.75%","2.04B"
"1791","6HK","Toray Industries, Inc.","9.24B","12.30","102.24%","14.42B"
"1792","TOR1","Toray Industries, Inc.","9.24B","5.96","2.86%","14.42B"
"1793","27M","Melrose Industries PLC","9.22B","7.30","-1.51%","4.02B"
"1794","1C9","CCL Industries Inc.","9.20B","53.50","-0.93%","4.65B"
"1795","1C9A","CCL Industries Inc.","9.20B","54.00","-","4.65B"
"1796","IU2","Yara International ASA","9.20B","35.61","-1.19%","12.85B"
"1797","IU20","Yara International ASA","9.20B","17.90","3.47%","12.85B"
"1798","MSPA","Itissalat Al-Maghrib (IAM) S.A.","9.20B","10.20","-0.97%","3.45B"
"1799","8JO1","Volvo Car AB (publ.)","9.19B","2.938","1.49%","33.92B"
"1800","YZ8","Permian Resources Corporation","9.19B","12.30","2.50%","4.43B"
"1801","DAO","SCREEN Holdings Co., Ltd.","9.18B","89.10","1.69%","3.58B"
"1802","SI3","SEI Investments Company","9.18B","74.00","2.07%","1.91B"
"1803","AT4","Applied Industrial Technologies, Inc.","9.18B","224.00","1.82%","3.98B"
"1804","CE9","CAE Inc.","9.18B","28.00","2.94%","2.96B"
"1805","3YZ","CTP N.V.","9.17B","18.36","-0.22%","957.30M"
"1806","SPW0","SPX Technologies, Inc.","9.17B","183.00","1.67%","1.85B"
"1807","BO9","BXP, Inc.","9.16B","57.44","1.48%","2.92B"
"1808","3RK","Ryohin Keikaku Co., Ltd.","9.14B","17.20","-1.71%","4.50B"
"1809","3RKU","Ryohin Keikaku Co., Ltd.","9.14B","7.45","2.06%","4.50B"
"1810","42W","The Weir Group PLC","9.11B","35.14","0.06%","2.91B"
"1811","8CZ","Zoomlion Heavy Industry Science and Technology Co., Ltd.","9.11B","0.895","-","5.78B"
"1812","BM8","BioMarin Pharmaceutical Inc.","9.11B","47.97","1.72%","2.64B"
"1813","MHT","Manhattan Associates, Inc.","9.11B","148.00","0.68%","909.24M"
"1814","EGB","The Ensign Group, Inc.","9.09B","147.00","-0.64%","4.12B"
"1815","ORJ","Old Republic International Corporation","9.08B","36.02","-1.61%","7.46B"
"1816","0EC","Everbright Securities Company Limited","9.07B","1.000","-","1.34B"
"1817","1RY","LPP SA","9.07B","4,942.00","-1.40%","5.24B"
"1818","CTY","Cathay Pacific Airways Limited","9.07B","1.350","-1.46%","11.83B"
"1819","CTYA","Cathay Pacific Airways Limited","9.07B","6.35","0.79%","11.83B"
"1820","DJDA","D'Ieteren Group SA","9.06B","171.20","1.00%","7.90B"
"1821","TSI","Tsingtao Brewery Company Limited","9.06B","5.46","0.09%","3.90B"
"1822","280","Aritzia Inc.","9.05B","76.50","-1.29%","2.11B"
"1823","4SK","Sinotruk (Hong Kong) Limited","9.05B","3.080","-1.91%","11.54B"
"1824","RB8","Regal Rexnord Corporation","9.04B","130.00","-0.76%","5.00B"
"1825","1IV","St. James's Place plc","9.03B","16.92","1.26%","19.93B"
"1826","BTL","Baxter International Inc.","9.02B","17.79","2.56%","9.39B"
"1827","LYI","Lynas Rare Earths Limited","9.01B","8.85","-2.68%","310.67M"
"1828","LYIC","Lynas Rare Earths Limited","9.01B","8.80","-1.12%","310.67M"
"1829","ACBC","Alpha Bank S.A.","9.00B","0.845","-3.98%","1.76B"
"1830","UI6","Alpha Bank S.A.","9.00B","3.849","1.80%","1.76B"
"1831","PLR","PLS Group Limited","8.99B","2.703","-4.51%","429.21M"
"1832","AUK","U-Haul Holding Company","8.98B","41.80","-1.88%","5.09B"
"1833","TT1","TTM Technologies, Inc.","8.98B","86.00","1.78%","2.37B"
"1834","1NC","Norwegian Cruise Line Holdings Ltd.","8.97B","19.19","-0.43%","8.26B"
"1835","J7Z","Jazz Pharmaceuticals plc","8.96B","146.20","-0.85%","3.54B"
"1836","HIFH","COSCO SHIPPING Energy Transportation Co., Ltd.","8.96B","1.250","0.81%","2.73B"
"1837","BGW","BorgWarner Inc.","8.96B","40.85","1.26%","12.09B"
"1838","WED","Webster Financial Corporation","8.95B","53.50","-0.93%","2.20B"
"1839","0C2","Chubu Electric Power Company, Incorporated","8.95B","11.90","-1.65%","21.02B"
"1840","DL7A","Dillard's, Inc.","8.95B","600.00","4.35%","5.74B"
"1841","HLE","HELLA GmbH & Co. KGaA","8.93B","79.90","-0.87%","7.96B"
"1842","A1G","American Airlines Group Inc.","8.93B","12.95","0.62%","46.27B"
"1843","HSOA","Encompass Health Corporation","8.91B","87.50","0.57%","4.94B"
"1844","UAO","Sterling Infrastructure, Inc.","8.90B","301.00","3.58%","1.90B"
"1845","BKKF","Bangkok Bank Public Company Limited","8.90B","4.580","-0.43%","3.81B"
"1846","QAN","Qantas Airways Limited","8.89B","5.85","-2.50%","13.30B"
"1847","B81","TPG Inc.","8.87B","55.50","-0.89%","3.63B"
"1848","BUR","PT Bumi Resources Minerals Tbk","8.86B","0.0610","4.27%","202.37M"
"1849","AES","The AES Corporation","8.86B","12.59","3.62%","10.31B"
"1850","RNL","Renault SA","8.85B","32.79","-2.82%","56.91B"
"1851","RNL1","Renault SA","8.85B","6.35","-1.55%","56.91B"
"1852","4BY","BYD Electronic (International) Company Limited","8.84B","3.891","-0.44%","21.32B"
"1853","0AK","Aramark","8.83B","32.89","0.46%","15.76B"
"1854","O5Q","Owens Corning","8.83B","103.90","0.87%","9.94B"
"1855","MILA","Mitsui O.S.K. Lines, Ltd.","8.81B","25.16","-4.73%","10.05B"
"1856","9TX","TMX Group Limited","8.81B","30.80","-","1.01B"
"1857","14T","Toromont Industries Ltd.","8.79B","107.00","1.90%","3.11B"
"1858","DP9","Diploma PLC","8.77B","62.49","-0.79%","1.75B"
"1859","ORI1","Orient Overseas (International) Limited","8.77B","13.16","-4.22%","9.31B"
"1860","GAP","The Gap, Inc.","8.74B","23.81","-1.43%","13.25B"
"1861","8FS","Sofina Société Anonyme","8.74B","255.60","0.63%","486.10M"
"1862","4BY0","BYD Electronic (International) Company Limited","8.73B","183.00","-0.54%","21.32B"
"1863","47Q","Ovintiv Inc.","8.72B","34.17","-0.78%","7.50B"
"1864","IAL","IAMGOLD Corporation","8.71B","15.07","-1.12%","1.90B"
"1865","61F","Element Fleet Management Corp.","8.70B","21.20","-0.94%","1.93B"
"1866","J6I","Whitecap Resources Inc.","8.70B","7.02","-0.85%","2.76B"
"1867","YC3","Yokohama Financial Group, Inc.","8.70B","7.40","2.78%","2.05B"
"1868","RQ0","D-Wave Quantum Inc.","8.66B","24.60","-2.77%","20.58M"
"1869","TNU","Getlink SE","8.64B","30.40","-0.65%","1.55B"
"1870","TNU3","Getlink SE","8.64B","15.81","0.32%","1.55B"
"1871","3SM","A. O. Smith Corporation","8.63B","60.92","1.23%","3.26B"
"1872","BKE1","PT Bank Negara Indonesia (Persero) Tbk","8.63B","0.240","21.83%","2.56B"
"1873","NY7","Molson Coors Beverage Company","8.62B","42.99","2.90%","9.56B"
"1874","NY70","Molson Coors Beverage Company","8.62B","40.60","-5.58%","9.56B"
"1875","FMV","First Majestic Silver Corp.","8.61B","17.52","-0.68%","822.96M"
"1876","1BF","Phoenix Group Holdings plc","8.61B","8.72","2.29%","20.42B"
"1877","SP1","Pool Corporation","8.59B","222.50","1.37%","4.51B"
"1878","QIA","Qiagen N.V.","8.58B","40.36","-0.44%","1.76B"
"1879","MHG","Molina Healthcare, Inc.","8.58B","155.15","0.26%","36.51B"
"1880","IV1","SouthState Bank Corporation","8.57B","76.32","-0.83%","1.98B"
"1881","C3B","Chongqing Rural Commercial Bank Co., Ltd.","8.56B","0.635","-5.93%","2.75B"
"1882","EGO","EastGroup Properties, Inc.","8.55B","158.00","-0.63%","593.33M"
"1883","DWNI","Deutsche Wohnen SE","8.55B","21.45","2.63%","1.99B"
"1884","DWNP","Deutsche Wohnen SE","8.55B","10.00","-","1.99B"
"1885","W3W","Watts Water Technologies, Inc.","8.53B","246.00","-","2.01B"
