No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"257","0KFE","Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München","58.18B","524.50","0.05%","54.20B"
"258","0K85","Nintendo Co., Ltd.","57.72B","16.54","0.30%","8.75B"
"259","0R1E","Nintendo Co., Ltd.","57.72B","10,520.0","0.67%","8.75B"
"260","0IVW","Glencore plc","57.47B","13.11","1.00%","168.79B"
"261","GLEN","Glencore plc","57.47B","478.60","-2.53%","168.79B"
"262","0R2M","Regeneron Pharmaceuticals, Inc.","56.85B","734.83","-1.59%","10.60B"
"263","0K34","Monster Beverage Corporation","56.85B","78.41","0.22%","5.93B"
"264","0J8W","Illinois Tool Works Inc.","56.74B","262.89","0.54%","11.82B"
"265","0QZF","Western Digital Corporation","56.71B","219.25","-3.55%","7.51B"
"266","0R0E","General Motors Company","56.64B","80.31","-1.00%","139.44B"
"267","0I1W","Royal Caribbean Cruises Ltd.","56.64B","276.26","-0.28%","12.97B"
"268","REL","RELX PLC","56.18B","3,094.00","-0.93%","9.53B"
"269","0NQM","Vinci SA","56.01B","115.85","-0.56%","63.20B"
"270","0H7D","Deutsche Bank Aktiengesellschaft","55.73B","33.48","-0.67%","26.06B"
"271","0A77","The Cigna Group","55.45B","273.58","-0.37%","199.43B"
"272","0XHL","Aon plc","55.35B","342.99","-0.28%","12.67B"
"273","0R0G","Mondelez International, Inc.","55.22B","57.17","-0.36%","28.01B"
"274","0QZX","FedEx Corporation","54.99B","313.54","-0.11%","68.06B"
"275","0LXB","The Williams Companies, Inc.","54.99B","61.24","0.61%","8.62B"
"276","0A3T","Sea Limited","54.82B","122.00","-1.52%","15.65B"
"277","0XSE","Infosys Limited","53.31B","18.64","3.67%","14.75B"
"278","0A93","Snowflake Inc.","53.09B","213.50","2.82%","3.34B"
"279","0S23","Enterprise Products Partners L.P.","52.70B","32.90","1.00%","39.43B"
"280","0J5I","Hilton Worldwide Holdings Inc.","52.40B","299.35","-1.32%","3.62B"
"281","NWG","NatWest Group plc","52.14B","652.80","2.16%","15.54B"
"282","0SCL","SLB N.V.","51.96B","46.80","0.10%","26.22B"
"283","0HTP","AB Volvo (publ)","51.96B","312.60","-0.12%","38.99B"
"284","0MHW","AB Volvo (publ)","51.96B","312.60","-0.38%","38.99B"
"285","0Y7S","Johnson Controls International plc","51.55B","115.30","1.83%","17.55B"
"286","0HF3","Cencora, Inc.","51.48B","354.38","0.72%","239.05B"
"287","0ACJ","Marvell Technology, Inc.","50.91B","83.64","0.31%","5.93B"
"288","0P59","Colgate-Palmolive Company","50.77B","84.17","0.41%","14.95B"
"289","0HRJ","CSX Corporation","50.48B","36.34","0.01%","10.51B"
"290","0LD0","Engie SA","50.27B","23.89","-0.17%","63.73B"
"291","0KSR","Quanta Services, Inc.","49.85B","471.93","4.93%","20.23B"
"292","0N4T","Nordea Bank Abp","49.77B","181.08","0.37%","10.17B"
"293","0NXX","Mercedes-Benz Group AG","49.18B","58.87","-0.86%","119.56B"
"294","0ITL","Arthur J. Gallagher & Co.","49.13B","256.83","0.28%","8.99B"
"295","0K3H","Motorola Solutions, Inc.","49.06B","394.99","-0.04%","8.44B"
"296","0KW1","Republic Services, Inc.","48.73B","209.97","-0.37%","12.28B"
"297","0K8M","Norfolk Southern Corporation","48.73B","291.58","0.63%","9.10B"
"298","0JN9","DSV A/S","48.71B","1,774.25","2.52%","25.61B"
"299","0A79","Carvana Co.","48.68B","463.03","-0.37%","13.59B"
"300","0O14","Merck KGaA","48.59B","130.18","0.93%","18.57B"
"301","0A3Z","Cloudflare, Inc.","48.17B","186.25","-0.92%","1.50B"
"302","0O0U","Bayerische Motoren Werke Aktiengesellschaft","48.09B","89.01","-1.52%","119.07B"
"303","0ACZ","Truist Financial Corporation","48.04B","50.60","1.08%","13.60B"
"304","0KET","PACCAR Inc","47.82B","121.28","-0.39%","21.97B"
"305","0HEC","American Electric Power Company, Inc.","47.63B","119.22","-0.33%","15.81B"
"306","0L3H","L3Harris Technologies, Inc.","47.55B","341.86","0.92%","16.13B"
"307","0KED","Infineon Technologies AG","47.30B","41.91","0.90%","12.80B"
"308","0V5H","Manulife Financial Corporation","47.13B","52.25","1.15%","17.05B"
"309","0RDT","Ferrari N.V.","47.08B","301.30","-1.66%","6.18B"
"310","0H3Q","Deutsche Post AG","46.88B","47.94","1.30%","73.37B"
"311","0LBF","Vale S.A.","46.82B","14.40","-2.90%","29.78B"
"312","0KXO","Ross Stores, Inc.","46.81B","193.40","-0.54%","16.77B"
"313","0HAI","Crédit Agricole S.A.","46.24B","17.50","-0.78%","22.92B"
"314","LSEG","London Stock Exchange Group plc","46.15B","9,184.00","1.08%","9.14B"
"315","0K78","Assicurazioni Generali S.p.A.","45.99B","34.92","-0.04%","48.68B"
"316","0J6Y","Société Générale Société anonyme","45.96B","70.03","-1.48%","22.47B"
"317","WPM","Wheaton Precious Metals Corp.","45.95B","10,100.0","1.00%","1.36B"
"318","0A7F","Equinor ASA","45.65B","24.78","-0.05%","79.65B"
"319","0M2Z","Equinor ASA","45.65B","256.10","3.28%","79.65B"
"320","0A8O","Vistra Corp.","45.59B","166.98","-7.53%","12.79B"
"321","0JR2","Kinder Morgan, Inc.","45.54B","27.73","0.62%","12.21B"
"322","0IW5","Thales S.A.","45.42B","260.80","2.28%","18.30B"
"323","0PMJ","Siemens Healthineers AG","45.27B","46.30","-1.14%","20.40B"
"324","0R03","The Travelers Companies, Inc.","45.20B","269.44","-1.36%","36.01B"
"325","0EDE","NXP Semiconductors N.V.","44.85B","238.00","-1.43%","8.98B"
"326","0L5A","Sempra","44.63B","91.75","-0.01%","10.20B"
"327","0R19","Becton, Dickinson and Company","44.33B","208.63","-0.31%","16.25B"
"328","0L6P","Simon Property Group, Inc.","44.28B","182.08","-0.44%","4.58B"
"329","0HBH","Air Products and Chemicals, Inc.","44.22B","265.90","-0.15%","8.96B"
"330","0LIY","United Rentals, Inc.","44.03B","928.87","-0.22%","11.89B"
"331","0P6N","Volkswagen AG","43.99B","103.60","-0.29%","284.59B"
"332","LTOD","Larsen & Toubro Limited","43.84B","42.15","-0.47%","23.07B"
"333","0IDR","EOG Resources, Inc.","43.77B","105.15","-2.11%","16.85B"
"334","0N9S","Eni S.p.A.","43.56B","16.41","-0.18%","75.55B"
"335","0TD2","Eni S.p.A.","43.24B","36.88","23.25%","75.55B"
"336","0H68","Aflac Incorporated","42.90B","109.56","-0.43%","13.17B"
"337","0HJL","AutoZone, Inc.","42.88B","3,454.31","-0.19%","14.74B"
"338","0K4T","Nasdaq, Inc.","42.78B","101.32","0.63%","6.08B"
"339","0NZT","UCB SA","42.75B","265.15","2.17%","5.87B"
"340","CPIC","China Pacific Insurance (Group) Co., Ltd.","42.64B","24.40","-","35.10B"
"341","0J8P","IDEXX Laboratories, Inc.","42.47B","712.34","-0.03%","3.10B"
"342","0IR9","Fortinet, Inc.","42.39B","75.48","-1.91%","4.88B"
"343","0KHZ","Phillips 66","42.13B","140.56","-0.12%","98.17B"
